pergunta;resposta
1. O que é a comutação de pacotes?;Método de agrupar dados em pacotes.
2. O que Paul Baran desenvolveu?;Conceito de comutação de bloco de mensagem adaptável distribuída.
3. Qual era o objetivo do sistema?;Fornecer método de roteamento eficiente e tolerante a falhas.
4. O que Baran contradisse?;Princípios de pré-alocação da largura de banda.
5. Quem é creditado com o nome moderno?;Donald Davies.
6. Para que é a comutação de pacotes?;Base principal para comunicações de dados.
7. O que o cabeçalho usa?;Direcionar o pacote para o destino.
8. O que o payload usa?;Usado por sistemas operacionais, etc.
9. O que contrasta com a comutação de circuitos?;Pré-alocação de largura de banda.
10. Como a comutação de pacotes é caracterizada?;Por taxa por unidade de informação transmitida.
pergunta;resposta
O que é a comutação de pacotes?;Método de agrupar dados em pacotes
O que Paul Baran desenvolveu?;Conceito de comutação de bloco de mensagem adaptável distribuída
Qual era o objetivo do sistema?;Fornecer método de roteamento eficiente e tolerante a falhas
O que Baran contradisse?;Princípios de pré-alocação da largura de banda
Quem é creditado com o nome moderno?;Donald Davies
Para que é a comutação de pacotes?;Base principal para comunicações de dados
O que o cabeçalho usa?;Direcionar o pacote para o destino
O que o payload usa?;Usado por sistemas operacionais, etc.
O que contrasta com a comutação de circuitos?;Pré-alocação de largura de banda
Como a comutação de pacotes é caracterizada?;Por taxa por unidade de informação transmitida
