pergunta;resposta
Qual é a principal finalidade do direito da União Europeia?;promover paz, justiça social e economia de mercado
Quantos estados-membros compõem atualmente a União Europeia?;27
Quando foi fundada a Comunidade Européia do Carvão e do Aço?;1952
Qual é o nome da corte judicial da União Europeia?;Tribunal de Justiça das Comunidades Europeanas
O que forma a estrutura constitucional do direito da União Europeia?;Tratados da União Européia
Quem interpreta as leis da União Europeia?;Tribunal de Justiça da União Europeia
Qual ramo cria o precedente judicial na União Europeia?;ramo judiciário
O direito da União Europeia promove qual tipo de economia?;economia de mercado social
O que a União Europeia busca proteger além do meio ambiente?;paz e justiça social
Quais são os objetivos principais do direito da União Europeia mencionados no texto?;promover paz, justiça social, economia de mercado e proteção ambiental
