pergunta;resposta
Qual é o conceito central do imperialismo?;extensão de poder e domínio
Que tipo de poder o imperialismo frequentemente utiliza?;poder duro e poder suave
Que tipo de aquisições o imperialismo busca?;aquisições territoriais diretas
Qual é o objetivo principal do imperialismo?;extensão de poder
Que tipos de controle o imperialismo busca?;controle político e econômico
Qual país tem ideologia associada ao imperialismo?;Japão
Qual é a categoria associada ao imperialismo?;Political systems
Qual é uma forma de expansão associada ao imperialismo?;expansão territorial
Qual é uma forma de dominação associada ao imperialismo?;dominação colonial
Que tipo de governo pode praticar imperialismo?;muitos tipos de governo
