pergunta;resposta
Qual nome também é usado para descrever a floresta amazônica em inglês?;também conhecida em inglês como Amazônia ou
Quantos quilômetros quadrados de floresta tropical são cobertos na bacia?;7,000,000 km2 (2,700,000 sq mi) são cobertos
Quantas nações controlam esta região no total?;Nove nações controlam a região amazônica.
Quantas nações contêm "Amazonas" em seus nomes?;Quatro nações têm "Amazonas" em seus nomes.
Qual a porcentagem que a Amazônia representa nas florestas tropicais do planeta?;Mais da metade das florestas tropicais.
Qual é a palavra holandesa para a floresta amazônica?;Amazoneregenwoud
Que floresta tropical cobre a maior parte da bacia amazônica da América do Sul?;A floresta amazônica
Em que país a maior parte da floresta amazônica pode ser encontrada?;Brasil
A floresta amazônica compõe a quantidade de florestas tropicais da Terra?;Mais da metade
Quantas espécies de árvores podem ser encontradas na floresta amazônica?;16.000
