pergunta;resposta
Qual o nome em gaélico escocês para o Parlamento Escocês?;Pàrlamaid na h-Alba
Quantos membros compõem o Parlamento Escocês?;129
Qual sistema eleitoral é utilizado para eleger os MSPs?;Sistema de membros adicionais
Quantos MSPs representam as circunscrições geográficas?;73
Quantos MSPs são eleitos como membros de lista?;56
Qual foi a data da última eleição geral para o Parlamento?;6 de maio de 2021
Quando o Parlamento da Escócia deixou de existir?;Após os Atos de União de 1707
Qual ato legal especificou os poderes do Parlamento Escocês?;Scotland Act 1998
Quais atos expandiram os poderes do Parlamento sobre impostos e bem-estar?;Scotland Act 2012 e 2016
Qual lei busca restringir o exercício das competências devolvidas?;United Kingdom Internal Market Act 2020
