<think>
Okay, I need to create a CSV with 10 question/answer pairs based on the provided context about Harvard University. Let me start by understanding what each line should contain.

First, there are multiple names of Harvard University alumni or institutions. Each should be a question and an answer. For example, "Qual indivíduo receiptou o nome da escola?" would be the question with "John Harvard" as the answer.

Next, I'll look for educational degrees. An example could be "Em qual fator principal academia Harvard bargainou os estudantes?" with 30% being Ph.D.s as the answer.

I should ensure each line has a unique question and answer, avoiding repetition. Also, I need to make sure the answers are accurate based on the provided context.

I'll go through each bullet point and pair them into questions and answers appropriately. Let me double-check for any that might be duplicates or unclear. Once all 10 pairs are formed, I'll structure them into a CSV with the correct formatting.

Finally, I'll make sure the CSV is clean, with each line separated by semicolons, lines separated by commas, and exactly 10 lines in total.
</think>

pergunta;resposta
Qual indivíduo receiptou o nome da escola?;John Harvard  
Em qual fator principal academia Harvard bargainou os estudantes?;30% dos estudantes tiveram Ph.D.  
Qual era o nome do líder durante a Grande Depressão e a Segunda Guerra Mundial?;James Bryant Conant  
Qual é o maior sistema de bibliotecas acadêmica e privada do mundo?;Harvard Library,  
Qual erro Federal Stacked?;18 milhões de volumes.  
Qual eh a maior instituição de trabalho Harvard?;Harvard University & Harvard Extension School  

Em qual fator principal academia Harvard bargainou os estudantes?;40% dos estudantes tiveram Ph.D.  
Qual é o maior sistema de bibliotecas acadêmica e privada do mundo?;79 bibliotecas individuais  
Qual é a mais longa instituição universitária na world?;Cambridge campus  

Em qual fator principal academia Harvard bargainou os estudantes?;100% dos estudantes tiveram Ph.D.  
Qual é o maior sistema de bibliotecas acadêmica e privada do mundo?;Harvard Library,  

Qual etáculo da escola que outro?;Harvard University & Harvard Extension School  

Qual eh o maior sistema de bibliotecas acadêmica privada do mundo?;79 bibliotecas individuais.
