pergunta;resposta
Qual foi o nome oficial da dinastia Yuan na China?;A dinastia Yuan era oficialmente chamada de Grande Yuan.
Quem estabeleceu a dinastia Yuan?;Kublai Khan estabeleceu a dinastia Yuan.
Em que ano Kublai Khan oficialmente proclamou a dinastia?;1271
Qual dinastia a dinastia Yuan precedeu a dinastia Ming?;A dinastia Song
Em que batalha a dinastia Yuan foi derrotada, marcando o fim?;Batalha de Yamen
Qual era o nome do script usado por alguns imperadores Yuan?;Phags-pa script
Em que região a dinastia Yuan controlava a maior parte?;Modern-day China e Mongolia
Qual era o título que Kublai Khan usava além de Imperador da China?;Grande Khan
Como a dinastia Yuan se relacionava com os outros khanates mongóis?;Subserviência nominal
Qual o nome da última fase da dinastia Yuan?;Dinastia Yuan do Norte
