pergunta;resposta
O exemplo de formato fornecido ajuda a clarificar o que é esperado. Vejo que cada linha no CSV representa uma pergunta seguida de sua resposta correta. É importante garantir que as perguntas sejam variadas e abrangentes; cobrindo diferentes aspectos da Guerra Francó-Americana.
Agora; vou proceder a formulá-las e verificar se estão claras e cobrem diferentes aspectos da guerra.
#Pergunta;Resposta
"Qual foi a data de início da Guerra Francó-Americana?"; "28 de maio de 1754"
"A qual general comandou a força inglesa na Batalha de Monongahela?"; "Edward Braddock"
"Qual foi um episódio de resistência indígena durante a guerra?"; "O Ataque de Fort Ligonier pelos iroqueses"
"Que líder indígena lutou contra os colonizadores durante a guerra?"; "Tamaqua (Chefe Lenape)"
"Poucos sabiam que o governo francês estava sediando em qual território durante a guerra?"; "Nova França nas atuais Estados Unidos do Sul"
"Qual foi o resultado final da Guerra Francó-Americana para os Franceses?"; "Eles perderam a guerra e abandonaram suas possessões na América do Norte."
"Quem comandou os coloniais na Batalha de Fort Oswego?"; "George Washington"
"Qual foi o impacto principal da guerra para a colonização das Treze Colônias?"; "Aumentou o apoio à independência americana."
