```csv
subject,predicate,object
http://dbpedia.org/resource/French_and_Indian_War,http://schema.org/Event,true
http://dbpedia.org/resource/French_and_Indian_War,http://umbel.org/umbel/rc/Event,true
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/causalties,1,500 died of wounds
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/causalties,1,512 killed in action
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,Algonquin
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,Cherokee Nation(before 1758)
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,WyandotofOhio Country
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Edward_Braddock
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/François-Marie_Le_Marchand_de_Lignery
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/James_Abercrombie_(general)
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Jean_Erdman,_Baron_Dieskau
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Jeffery_Amherst,_1st_Baron_Amherst
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Pontiac_(Ottawa_leader)
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Sayenqueraghta
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,http://dbpedia.org/resource/Tanacharison
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/date,1754-05-28
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/isPartOfMilitaryConflict,http://dbpedia.org/resource/Sixty_Years'_War
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/result,*Treaty of Paris (1763)
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/territory,http://dbpedia.org/resource/Louisiana_(New_France)
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/territory,http://dbpedia.org/resource/New_France
http://dbpedia.org/resource/French_and_Indian_War,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Colonial-Red-Ensign.svg
http://dbpedia.org/resource/French_and_Indian_War,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/French_and_indian_war_map.svg
http://dbpedia.org/resource/French_and_Indian_War,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/La_Galissonière-French_school_18th_century_img_3172.jpg
http://dbpedia.org/resource/French_and_Indian_War,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Washington_1772.jpg
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1760s_conflicts
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Anglo-French_wars
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Colonization_history_of_the_United_States
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Events_in_New_France
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Military_history_of_the_Great_Lakes
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Military_history_of_the_Thirteen_Colonies
http://dbpedia.org/resource/French_and_Indian_War,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Wars_involving_the_indigenous_peoples_of_North_America
http://dbpedia.org/resource/French_and_Indian_War,http://www.w3.org/2004/02/skos/exactMatch,http://globalwordnet.org/ili/i42216
http://dbpedia.org/resource/French_and_Indian_War,http://xmlns.com/foaf/0.1/name,French and Indian War
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/casualties,10400
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/casualties,1500
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,Catawba
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,Wyandot of Fort Detroit
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/combatant,Wyandot of Ohio Country
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,Chevalier de Lévis
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,Edward Braddock
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,James Wolfe
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/commander,Sir William Johnson
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/imageSize,300
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/place,North America
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/result,"British victory\n* Treaty of Paris (1763)"
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/strength,10000
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Campaignbox_French_and_Indian_War
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Campaignbox_Seven_Years_War
http://dbpedia.org/resource/French_and_Indian_War,http://ns.aksw.org/wikiPageUsesTemplate,http://dbpedia.org/resource/Template:Infobox_war
```
