```csv
subject,predicate,object
"dbr:Pharmacy","dbr:Work","dbr:Pharmacy"
"dbr:Pharmacy","dbr:name","Pharmacy"
"dbr:Pharmacy","dbr:officialNames","Pharmacist, Chemist, Doctor of Pharmacy, Druggist, Apothecary or simply Doctor"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:About"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Citation_needed_span"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Commons"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Div_col"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Div_col_end"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Health_care"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:In_lang"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Lang-grc-gre"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Main"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Medicine"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Pharmacy"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Redirect"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Reflist"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Refn"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Short_description"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Where"
"dbr:Pharmacy","dbr:wikiPageUsesTemplate","dbr:Template:Wikiversity"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/332nd_EMSG_Pharmacy_Tech_DVIDS328212.jpg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/42-aspetti_di_vita_quotidiana,_medicine,_Taccuino_Sanitatis.jpg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Apotheke_Oesterreich_Logo.svg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Asclepius_staff.svg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Klaukkalan_apteekki.jpg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Medicin_man.jpg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Red_Hanging_Show_Globe2.jpg"
"dbr:Pharmacy","dbr:foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Rx_symbol_border.svg"
```
