pergunta;resposta
First, the output should be in Portuguese, using semicolons as separators. Each line is "pergunta;resposta". The questions must be varied and cover different aspects of construction from the abstract and facts provided.
pergunta;resposta
Qual é a origem etimológica da palavra "construção"?;Do latim construções (de com- "junto" e struere "levantar")
Quais são as fases envolvidas na construção?;Planejamento, financiamento, design, execução, manutenção
Qual é a contribuição da indústria da construção para o PIB global?;13 por cento
Qual problema de segurança está associado à indústria da construção?;Altos riscos de acidentes graves
Quais estruturas são construídas pela indústria da construção?;Edifícios, infraestrutura, instalações industriais
Que empresa atua na área de construção?;Beazer
O que a indústria da construção inclui além da construção inicial?;Reparos, manutenção, expansão
Qual porcentagem do PIB global é representada pela construção?;6 a 9 por cento
Como são chamados os maiores projetos de construção?;Megaprojetos
Quais fatores devem ser considerados em um projeto de construção?;Requisitos de zoneamento, impacto ambiental, orçamento e logística
