pergunta;resposta
Qual foi o principal conflito durante a Guerra Francesa e Indígena?;Conflito entre colônias britânicas e francesas.
Qual é o nome francês para a Guerra Francesa e Indígena?;Guerre de la Conquête.
Quem foi o comandante britânico em 1755?;General Edward Braddock.
Qual foi o nome do forte francês no conflito de Ohio?;Fort Duquesne.
Qual evento levou à captura do Forte Beauséjour?;Expulsão dos Acadianos.
Qual tratado encerrou a Guerra Francesa e Indígena?;Tratado de Paris.
Quais tribos indígenas apoiaram os colonos britânicos?;Iroquês, Catawba e Cherokee.
Qual foi o resultado da Campanha de Montreal?;Franceses cediram Canadá.
Qual cidade foi capturada pelos britânicos em 1759?;Quebec.
Qual foi o destino dos Acadianos?;Expulsão dos Acadianos.
