pergunta;resposta
Qual grupo religioso francês, aderente à tradição Calvinista, é conhecido como Huguenots? ;Os Huguenots eram protestantes franceses, também conhecidos como calvinistas.
Qual foi a origem do termo "Huguenot"? ;O termo deriva do nome do burgomestre genevano Bezanson Hugues.
Em que período o termo "Huguenot" se tornou comum? ;No meados do século XVI.
Qual evento marcou o início dos conflitos religiosos entre Huguenots e católicos? ;As Guerras Religiosas Francesas (1562-1598).
Quem liderou os Huguenots durante as Guerras Religiosas? ;Jeanne d'Albret, Condé e o futuro Henrique IV.
Qual decreto concedeu autonomia religiosa, política e militar aos Huguenots? ;O Édito de Nantes (1598).
O que foram as "dragonnades"? ;Perseguição forçada de protestantes por soldados reais.
Qual decreto de 1685 marcou o fim dos direitos protestantes na França? ;O Édito de Fontainebleau.
Qual foi o impacto da fuga dos Huguenots na sociedade francesa? ;Criou um "dreno cerebral", com a perda de talentos.
Qual decreto de 1787 pôs fim à perseguição oficial aos protestantes? ;O Édito de Versalhes.
