pergunta;resposta
Qual é o nome oficial da legislatura da Escócia?;Scottish Parliament
Onde está localizada a sede do Parlamento da Escócia?;Edimburgo
Qual é o sistema eleitoral usado no Parlamento da Escócia?;Additional Member System
Qual é a função principal do Parlamento da Escócia?;Legislação
Em que ano o Parlamento da Escócia foi estabelecido?;1999
Qual é o nome dos membros do Parlamento da Escócia?;Members of the Scottish Parliament (MSPs)
O que determina a competência legislativa do Parlamento da Escócia?;Leis reservadas ao Parlamento do Reino Unido
Quem pode alterar os termos de referência do Parlamento da Escócia?;O Parlamento do Reino Unido
Qual foi o resultado do referendo de 1997 que levou à criação do Parlamento da Escócia?;Devolução
Quais são as duas partes do sistema eleitoral do Parlamento da Escócia?;Constituencies e Regions
Em que ano o Parlamento da Escócia realizou sua primeira eleição?;1999
Qual é o papel do Presiding Officer no Parlamento da Escócia?;Presidir o Parlamento
Como o Parlamento da Escócia se diferencia de outras legislaturas do Reino Unido?;É uma legislatura unicameral
Quais são os poderes do Parlamento da Escócia em relação ao Parlamento do Reino Unido?;Competências não reservadas
Quais são as principais áreas de competência legislativa do Parlamento da Escócia?;Saúde, educação, bem-estar social
Como o Parlamento da Escócia interage com o Parlamento do Reino Unido?;Colaboração e coordenação
Quais são os principais desafios enfrentados pelo Parlamento da Escócia?;Autonomia limitada, influência Westminster
Quais são os objetivos do Parlamento da Escócia?;Promover o bem-estar e o desenvolvimento da Escócia
Como o Parlamento da Escócia se adapta às mudanças sociais e econômicas?;Através de legislação e políticas
Qual é a importância do Parlamento da Escócia para a identidade escocesa?;Fortalecimento da cultura e da história escocesa
Quais são os mecanismos de controle e responsabilização do Parlamento da Escócia?;Auditoria e escrutínio
Quais são os principais instrumentos utilizados pelo Parlamento da Escócia para influenciar as políticas?;Legislação, orçamentos, debates
Quais são os impactos da União Europeia na atuação do Parlamento da Escócia?;Integração e desafios pós-Brexit
Quais são as principais áreas de colaboração entre o Parlamento da Escócia e o governo escocês?;Desenvolvimento econômico, serviços públicos
Quais são os critérios utilizados para definir a competência legislativa do Parlamento da Escócia?;Baseado na tradição e nas necessidades da Escócia
Quais são os mecanismos de revisão legislativa utilizados pelo Parlamento da Escócia?;Comissões, debates, votações
Quais são os principais atores envolvidos no processo legislativo do Parlamento da Escócia?;MSPs, governo escocês, sociedade civil
Quais são os desafios relacionados à representação política no Parlamento da Escócia?;Diversidade, inclusão, participação
Quais são as políticas públicas implementadas pelo Parlamento da Escócia?;Saúde, educação, meio ambiente, economia
Quais são os indicadores utilizados para avaliar o desempenho do Parlamento da Escócia?;Legislação aprovada, impacto das políticas, satisfação pública
Quais são os principais grupos de interesse que influenciam o Parlamento da Escócia?;Empresas, sindicatos, ONGs, sociedade civil
Quais são os desafios relacionados à gestão e administração do Parlamento da Escócia?;Eficiência, transparência, responsabilidade
Quais são as políticas públicas implementadas pelo Parlamento da Escócia em relação à economia?;Desenvolvimento econômico, criação de empregos, investimento
