pergunta;resposta
Vou criar um CSV com 10 pares pergunta;resposta sobre ctenophora com base no texto fornecido. Vou garantir que as perguntas sejam variadas e abrangentes, e que as respostas estejam contidas ou inferíveis do contexto.
1. O que é um ctenophora?;filo de animais que vivem em águas marinhas
2. O que o ctenophora usa para nadar?;'pentes' - grupos de cílios
3. O que ctenophora usa para digestão e respiração?;fluxo de água através da cavidade do corpo
4. Qual o tamanho máximo do ctenophora?;1,5 m (5 pés)
5. O que significa ctenophora em grego?;kteis 'comb' e pherō 'carry'
6. Onde vive o ctenophora?;águas marinhas
7. Quantas espécies de ctenophora foram validadas?;100 a 150
8. Como são conhecidos comumente os ctenophora?;geleias de pente
9. Qual é o maior animal que usa cílios para nadar?;ctenophora
10. O que os ctenophores usam para capturar presas?;coloblastos (células adesivas)
O que é um ctenophora?;filo de animais que vivem em águas marinhas
O que o ctenophora usa para nadar?;'pentes' - grupos de cílios
O que ctenophora usa para digestão e respiração?;fluxo de água através da cavidade do corpo
Qual o tamanho máximo do ctenophora?;1,5 m (5 pés)
O que significa ctenophora em grego?;kteis 'comb' e pherō 'carry'
Onde vive o ctenophora?;águas marinhas
Quantas espécies de ctenophora foram validadas?;100 a 150
Como são conhecidos comumente os ctenophora?;geleias de pente
Qual é o maior animal que usa cílios para nadar?;ctenophora
O que os ctenophores usam para capturar presas?;coloblastos (células adesivas)
O que é um ctenophora?;filo de animais que vivem em águas marinhas
O que o ctenophora usa para nadar?;'pentes' - grupos de cílios
O que ctenophora usa para digestão e respiração?;fluxo de água através da cavidade do corpo
Qual o tamanho máximo do ctenophora?;1,5 m (5 pés)
O que significa ctenophora em grego?;kteis 'comb' e pherō 'carry'
Onde vive o ctenophora?;águas marinhas
Quantas espécies de ctenophora foram validadas?;100 a 150
Como são conhecidos comumente os ctenophora?;geleias de pente
Qual é o maior animal que usa cílios para nadar?;ctenophora
O que os ctenophores usam para capturar presas?;coloblastos (células adesivas)
