```csv
subject,predicate,object
"http://dbpedia.org/resource/USS_Vanderbilt","http://dbpedia.org/resource/powerType","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Wild_Goose_(SP-562)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_West_Gambo_(ID-3220)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_West_Zula_(ID-3501)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Westfield_(1861)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Virginian_(1904)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Venetia","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Vicksburg_(1863)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Vidofner_(SP-402)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Wadena_(SP-158)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Shenandoah_(1862)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Sonoma_(1862)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Remlik_(SP-157)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Rehoboth_(SP-384)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Rhode_Island_(1860)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Ripple_(ID-2439)","http://dbpedia.org/resource/shipSailPlan","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Roamer_(SP-1047)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_S._T._Co._No._2_(SP-267)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Satellite_(SP-1012)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Seneca_(SP-427)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Severn_(1867)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Standard_Arrow_(ID-1532)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Surf_(SP-341)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Swatara_(1865)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Talofa_(SP-1016)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Thetis_(SP-391)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Utowana_(SP-951)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Wild_Goose_(SP-562)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/USS_Wyoming_(1859)","http://dbpedia.org/resource/shipPropulsion","http://dbpedia.org/resource/Steam_engine"
"http://dbpedia.org/resource/Steam_engine","http://dbpedia.org/resource/ns2:hypernym","http://dbpedia.org/resource/Engine"
"http://dbpedia.org/resource/Steam_engine","http://dbpedia.org/resource/ns3:hypernym","http://dbpedia.org/resource/Engine"
```
