pergunta;resposta
Quando ocorreu a primeira epidemia de Morte Negra?;1346.
De onde se originou a Morte Negra?;Central Asia or East Asia.
O que foi a Morte Negra na Europa?;Uma pandemia de peste bubônica.
Qual foi o impacto da Morte Negra na população europeia?;As mortes atingiram 30-60% da população total da Europa.
Quem descobriu os primeiros registros da epidemia da Morte Negra?;Não há registro específico de quem encontrou esses dados.
O que é a peste bubônica na Morte Negra?;Uma doença bacteriana causada pela bactéria Yersinia pestis
Como a Morte Negra se espalhou para o Mediterrâneo e Europa?;Por meio de navios mercantes.
Quem foi um dos pesquisadores sobre a Morte Negra?;Ole Jørgen Benedictow.
Qual é o tamanho da imagem representativa da Morte Negra?;180
Quais eventos na história do século XIV estão relacionados à Morte Negra?;Pandemia de peste bubônica, como desastre histórico e evento do século XIV.
