```csv)
Subject,Predicate,Object
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://schema.org/name,Battle_of_the_Monongahela
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://www.w3.org/2000/01/rdf-schema#label,Battle_of_the_Monongahela
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://schema.org/description,"The Battle of the Monongahela, also known as the Battle of Fort Duquesne, was a battle that took place on July 3, 1755, near present-day Pittsburgh, Pennsylvania, during the French and Indian War. It was a disastrous defeat for the British."
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela
http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela
http://dbpedia.org/resource/French_and_Indian_War,http://schema.org/name,French_and_Indian_War
http://dbpedia.org/resource/French_and_Indian_War,http://www.w3.org/2000/01/rdf-schema#label,French_and_Indian_War
http://dbpedia.org/resource/French_and_Indian_War,http://schema.org/description,"The French and Indian War (1754–1763) was the North American theater of the Seven Years' War which pitted Great Britain against France, and their respective Native American allies."
http://dbpedia.org/resource/French_and_Indian_War,http://dbpedia.org/resource/Battle_of_the_Monongahela,http://dbpedia.org/resource/Battle_of_the_Monongahela
http://dbpedia.org/resource/French_and_Indian_War,http://dbpedia.org/resource/French_and_Indian_War,http://dbpedia.org/resource/French_and_Indian_War
http://dbpedia.org/resource/French_and_Indian_War,http://dbpedia.org/resource/French_and_Indian_War,http://dbpedia.org/resource/French_and_Indian_War
```
