pergunta;resposta
Qual é a organização que criou o IPCC?;World Meteorological Organization (WMO) e Programa das Nações Unidas para o Meio Ambiente (PNUMA)
Onde o IPCC tem sua sede principal?;Geneva, Suíça
Quantos países são membros do IPCC?;195
Quantos grupos de trabalho o IPCC possui?;três
Qual é o órgão que endossa o IPCC?;Organização das Nações Unidas (ONU)
Quem foi o primeiro presidente do IPCC?;Bert Bolin
Quem é o presidente atual do IPCC?;Hoesung Lee
Quando Pachauri renunciou ao cargo de presidente do IPCC?;fevereiro de 2015
Qual é o nome do relatório de síntese do sexto ciclo de avaliação?;Relatório de Síntese do IPCC
Qual é o tratado de mudança climática que inclui o IPCC?;Convenção-Quadro das Nações Unidas sobre Mudança do Clima
