pergunta;resposta
Now, format each as "question?;answer." ensuring no markdown and correct encoding. Check for any duplicates or inaccuracies. Looks good. Let me present the CSV.
"O número atômico do oxigênio?;8  
Qual grupo da tabela periódica o oxigênio pertence?;calcogênio  
Qual é a porcentagem do oxigênio na atmosfera terrestre?;20,95%  
Como o oxigênio é renovado na atmosfera?;fotossíntese  
Qual é a forma mais comum do oxigênio na atmosfera?;O2  
Qual é a porcentagem do oxigênio na crosta terrestre?;quase metade  
Qual é a propriedade química do oxigênio?;reativo  
Quais compostos formam mais comumente com o oxigênio?;óxidos  
Quem descobriu o oxigênio?;Antoine Lavoisier  
Qual é a forma de oxigênio que absorve radiação UV?;ozônio"
