pergunta;resposta
O que é o símbolo do oxigênio?;O.  
Qual é o número atômico do oxigênio?;8.  
Em que grupo da tabela periódica o oxigênio está localizado?;calcogênio.  
Qual é a porcentagem de oxigênio na atmosfera terrestre?;20,95%.  
Qual é o composto mais comum formado pelo oxigênio?;óxidos.  
Quem descobriu o oxigênio?;Joseph Priestley.  
Qual é a fórmula do oxigênio diatômico?;O2.  
O que o ozônio protege contra?;radiação UV.  
Qual é o uso principal do oxigênio na indústria?;produção de aço.  
O que acontece com o oxigênio em condições normais?;forma O2.
