pergunta;resposta
Qual o significado da palavra "ctenophora" em grego?;comb' e 'to carry'
Qual o tamanho máximo que um ctenophora pode atingir?;1,5 metros
Qual característica permite que os ctenophores se movam?;grupos de cílios (combs)
Qual o tipo de animal que o ctenophora é classificado?;invertebrado marinho
Quantas espécies de ctenophora foram validadas aproximadamente?;100 a 150
O que os ctenophores usam para capturar suas presas?;colloblasts (células pegajosas)
Qual é a principal forma de nutrição da maioria dos ctenophores?;predadores
Em que período geológico surgem os primeiros fósseis de ctenophores?;Cambriano
Qual a disputa em relação à posição do ctenophora na árvore da vida?;se é o segundo ou primeiro ramo animal
Qual o nome comum dado aos ctenophora?;geleias de pente
