pergunta;resposta
Qual o objetivo principal da lei da União Europeia?;Promover paz, justiça social e proteção ambiental
Quantos estados membros compõem a União Europeia?;27
Qual instituição cria o direito jurisprudencial da UE?;O Tribunal de Justiça da União Europeia
Em que ano foi fundada a Comunidade Europeia do Carvão e do Aço?;1952
Qual a base estrutural da lei da União Europeia?;Os Tratados da União Europeia
Qual área de estudo John Bell (especialista jurídico) atua?;Direito da União Europeia
Qual revista atua na disciplina de Direito da União Europeia?;Common Market Law Review
Qual modelo de página wiki é usado no Direito da União Europeia?;Template:R from move
Henry G. Schermers é relacionado a qual área do direito?;Direito da União Europeia
Qual o tipo de sistema jurídico que a lei da UE representa?;Sistema de leis supranacionais
