Pergunta;Resposta
1. O que é o imperialismo?;Política de estender poder e domínio.
2. Quais tipos de força são usados no imperialismo?;Poder duro e suave.
3. Como o imperialismo se relaciona com colonialismo e império?;Conceito distinto mas relacionado.
4. Quais métodos são usados para estender o poder?;Aquisição territorial ou controle político/econômico.
5. O imperialismo pode existir sem aquisição territorial?;Sim, por meio de controle político/econômico.
6. Qual é um exemplo de poder duro no imperialismo?;Intervenções militares e sanções econômicas.
7. Como o poder suave influencia no imperialismo?;Meios culturais e diplomáticos.
8. Qual é a importância do controle econômico?;Central para manter dominação.
9. O imperialismo está limitado a um período histórico específico?;Aplica-se a vários períodos históricos.
10. Como as influências culturais se ligam ao imperialismo?;Disseminação de cultura dominante.
pergunta;resposta
O que é o imperialismo?;Política de estender poder e domínio.
Quais tipos de força são usados no imperialismo?;Poder duro e suave.
Como o imperialismo se relaciona com colonialismo e império?;Conceito distinto mas relacionado.
Quais métodos são usados para estender o poder?;Aquisição territorial ou controle político/econômico.
O imperialismo pode existir sem aquisição territorial?;Sim, por meio de controle político/econômico.
Qual é um exemplo de poder duro no imperialismo?;Intervenções militares e sanções econômicas.
Como o poder suave influencia no imperialismo?;Meios culturais e diplomáticos.
Qual é a importância do controle econômico?;Central para manter dominação.
O imperialismo está limitado a um período histórico específico?;Aplica-se a vários períodos históricos.
Como as influências culturais se ligam ao imperialismo?;Disseminação de cultura dominante.
