```csv
pergunta;resposta
Qual foi a origem étnica dos normandos?;Viking e Franks.
Onde se localizava o Ducado de Normandia?;França.
Qual foi o papel de Rollo na história normanda?;Jurou fidelidade ao rei da França.
Qual foi a principal língua falada pelos normandos após a conquista?;Latim.
Qual evento é frequentemente associado à presença normanda na Inglaterra?;A Batalha de Hastings.
Que tipo de arquitetura é frequentemente associada aos normandos?;Motte-and-bailey castles.
Qual foi a importância do Bayeux Tapestry?;Documenta a conquista normanda da Inglaterra.
Que grupo étnico contribuiu para a formação dos normandos?;Vikings.
Em que século ocorreu a conquista normanda da Inglaterra?;Século XI.
Qual foi a relação entre os normandos e a cultura francesa?;Influência mútua.
```
