pergunta;resposta
O que é comutação de pacotes em telecomunicações?;Um método de transmitir dados agrupados em pacotes.
Qual a função do cabeçalho em um pacote de dados?;Direciona o pacote para o destino.
Qual o objetivo do conceito de comutação de pacotes de Paul Baran?;Roteamento eficiente e tolerante a falhas.
Quem financiou a pesquisa de Paul Baran?;Departamento de Defesa dos Estados Unidos.
Qual o problema com os princípios estabelecidos de Baran?;Contradizia a alocação de banda larga.
Quem cunhou o termo moderno "comutação de pacotes"?;Donald Davies.
Onde Donald Davies desenvolveu seu trabalho?;Laboratório Nacional de Física.
Qual rede incorporou a comutação de pacotes?;ARPANET.
Qual a função do payload em um pacote de dados?;Contém os dados a serem utilizados.
O que é um pacote de dados composto?;Um cabeçalho e um payload.
