pergunta;resposta
Qual foi a data de fundação da British Satellite Broadcasting?;1986
Quando começou a transmitir a BSB?;25 de março de 1990
Com qual empresa a BSB se fusionou?;Sky Television plc
Qual era o local de sede da BSB?;Londres
Qual canal pertencia à British Satellite Broadcasting?;Galaxy
Qual empresa sucedeu a BSB após sua fusão?;BSkyB
Em qual ano a BSB começou suas operações?;1986
Qual filme teve produção pela BSB?;Hardware
Quais canais eram propriedade da BSB além do Galaxy?;Now, The Computer Channel, The Movie Channel, The Power Station
A BSB pertence a qual setor econômico principal?;Mídia
