pergunta;resposta
Vou gerar 10 pares pergunta;resposta no formato CSV com base no contexto fornecido. Primeiro, vou analisar o conteúdo para extrair informações relevantes.
pergunta;resposta
Qual o nome da universidade mais antiga dos Estados Unidos?;Harvard University
Em que ano foi fundada a Harvard University?;1636
Para quem foi batizada a universidade?;John Harvard
Quantos presidentes dos EUA são ex-alunos da universidade?;oito presidentes dos EUA
Quantos ganhadores do Prêmio Nobel são associados à universidade?;150 ganhadores do Nobel
Quantos laureados com o Prêmio Turing estão associados à universidade?;14 laureados do Prêmio Turing
Qual é o valor da dotação da universidade?;$50,9 bilhões
Quantas bibliotecas compõem o sistema de bibliotecas da universidade?;79 bibliotecas
Quantos itens estão contidos nas bibliotecas da universidade?;20,4 milhões de itens
Quantos campus principais a universidade possui?;três campus principais
pergunta;resposta
Quem foi a primeira pessoa em homenagem à qual a universidade foi batizada?;John Harvard
Em que ano a Harvard University foi fundada?;1636
Quantos presidentes dos Estados Unidos são ex-alunos da universidade?;oito presidentes
Quantos ganhadores do Prêmio Nobel estão associados à universidade?;150 ganhadores do Nobel
Quantos laureados com o Prêmio Turing estão associados à universidade?;14 laureados do Prêmio Turing
Qual é o valor da dotação da universidade?;$50,9 bilhões
Quantas bibliotecas compõem o sistema de bibliotecas da universidade?;79 bibliotecas
Quantos itens estão contidos nas bibliotecas da universidade?;20,4 milhões de itens
Quantos campus principais a universidade possui?;três campus principais
Qual o nome da maior biblioteca acadêmica do mundo?;Harvard Library
