pergunta;resposta
Wait, no. Actually, the user provided the context without details about when BSB was founded; they just say they started broadcasting in 1990 after being founded earlier. So maybe my previous thought was wrong.
pergunta;resposta
Quando BSB começou a fornecer serviços de TV por satélite?;Em março de 1990
Com qual empresa BSB teve merger foundations em 1990?;Sky Television
Qual mês foi anunciada a fusão entre BSB e Sky Television?;Novembro
Onde está localizado BSB?;Londony
Em qual ano BSB começou a broad casting?;1990
Quando BSB teve merger foundations em 1990?;Com Sky Television
Em qual data BSB comeiou as operações?;25 de março de 1990
Com quem juntou Sky Television para formar British Sky Broadcasting?;BSB
Em qual mês a fusão entre BSB e Sky Television aconteceu?;Novembro
Para qual país BSB fornece TV por satélite?;Reino Unido
1. Em qual ano BSB começou a fornecer serviços de TV por satélite?;Em março de 1990
2. Com qual empresa BSB teve merger foundations em 1990?;Sky Television
3. Qual mês foi anunciada a fusão entre BSB e Sky Television?;Novembro
4. Onde está localizado BSB?;Londony (typo here, should be London)
5. Em qual ano BSB começou a broad casting?;1990
6. Quando BSB teve merger foundations em 1990?;Com Sky Television
7. Em qual data BSB comeiou as operações?;25 de março de 1990
8. Com quem juntou Sky Television para formar British Sky Broadcasting?;BSB
9. Em qual mês a fusão entre BSB e Sky Television aconteceu?;Novembro
10. Para qual país BSB fornece TV por satélite?;Reino Unido
pergunta;resposta
Quando BSB começou a fornecer serviços de TV por satélite?;Em março de 1990  
Com qual empresa BSB teve merger foundations em 1990?;Sky Television  
Qual mês foi anunciada a fusão entre BSB e Sky Television?;Novembro  
Onde está localizado BSB?;Londony  
Em qual ano BSB começou a broad casting?;1990  
Quando BSB teve merger foundations em 1990?;Com Sky Television  
Em qual data BSB comeiou as operações?;25 de março de 1990  
Com quem juntou Sky Television para formar British Sky Broadcasting?;BSB  
Em qual mês a fusão entre BSB e Sky Television aconteceu?;Novembro  
Para qual país BSB fornece TV por satélite?;Reino Unido
