Pergunta;Resposta
O Norman é um grupo etnico originado de Gallo-Romans e Franks?;Sim
Qual é a origem da identidade cultural dos Norman?;Deriva de Jersonais, Guernésiais e lain
Quando os Norman confluiam com os Galvos?;Na duchesa de Normandia, durante a Ira civil
O Norman associou-se a que conquistador em England?;Philip II de França
Qual é o impacto da idéia de Norman sobre a Galicia?;Influencia na identidade local e na culturária Galiciana
O Norman se identificou com qual tipo de personagem cultural?;Cortês, honors e seu legado religioso
Quais were os.Normalize que derivaaram da identidade Norman?;Josemaria dos Pintores
Qual é o nome do primeiro king de Norman?;Gerao Henry Godwinson
O Norman associou-se a qual invasão historic em England?;1066, conquista de England
 Qual é o jeito moderno de se referir aos Norman de França?;Jèrriais e Guernésiais
