pergunta;resposta
Qual é o foco principal da teoria da complexidade computacional?;classificar problemas computacionais por uso de recursos
Quais são os dois recursos principais medidos na teoria da complexidade?;tempo e armazenamento
Qual é o papel da teoria da complexidade na prática computacional?;determinar os limites práticos sobre o que os computadores podem fazer
O que define a dificuldade inerente de um problema computacional?;quantidade de recursos necessários para resolvê-lo
Quais são outros exemplos de medidas de complexidade?;comunicação, número de portas em circuitos
Como os problemas são relacionados na teoria da complexidade?;relacionando-as entre si
Qual é a diferença entre análise de algoritmos e teoria da complexidade?;analisar recursos de um algoritmo vs classificar problemas
Qual é o objetivo de modelos matemáticos na teoria da complexidade?;estudar problemas e quantificar recursos
Quais são os dois campos relacionados à teoria da complexidade?;análise de algoritmos e teoria da computabilidade
O que a teoria da complexidade busca classificar?;problemas que podem ou não ser resolvidos com restrições de recursos
