pergunta;resposta
1. Quantos estados membros têm a União Europeia?;27
2. Quando foi fundada a Comunidade Europeia do Carvão e do Aço?;1952
3. Qual é o objetivo da União Europeia em relação à economia?;Promover uma economia social de mercado
4. Qual é o objetivo da União Europeia em relação ao emprego?;Promover emprego pleno
5. Qual é o objetivo da União Europeia em relação ao meio ambiente?;Proteger o meio ambiente
6. Qual é a estrutura constitucional da União Europeia?;Tratados da União Europeia
7. Qual é o nome coletivo do Poder Judiciário da UE?;Tribunal de Justiça da União Europeia
8. Quem interpreta o Direito da União Europeia?;Tribunal de Justiça da UE
9. Quem cria o direito processual da União Europeia?;Tribunal de Justiça da UE
10. Qual é a natureza do Direito da União Europeia?;Sistema de leis soberanas
pergunta;resposta
Quantos estados membros têm a União Europeia?;27
Quando foi fundada a Comunidade Europeia do Carvão e do Aço?;1952
Qual é o objetivo da União Europeia em relação à economia?;Promover uma economia social de mercado
Qual é o objetivo da União Europeia em relação ao emprego?;Promover emprego pleno
Qual é o objetivo da União Europeia em relação ao meio ambiente?;Proteger o meio ambiente
Qual é a estrutura constitucional da União Europeia?;Tratados da União Europeia
Qual é o nome coletivo do Poder Judiciário da UE?;Tribunal de Justiça da União Europeia
Quem interpreta o Direito da União Europeia?;Tribunal de Justiça da UE
Quem cria o direito processual da União Europeia?;Tribunal de Justiça da UE
Qual é a natureza do Direito da União Europeia?;Sistema de leis soberanas
