pergunta;resposta
Qual é a localização geográfica de Victoria?;Sudeste da Austrália.
Qual é o tamanho da área territorial de Victoria?;227.444 km².
Quais estados e territórios são vizinhos de Victoria?;Nova Gales do Sul, sudoeste da Tasmanía e sul da Austrália.
Quando Victoria foi estabelecida como colônia britânica?;1851.
Qual evento histórico impulsionou a população e riqueza de Victoria?;O boom do ouro nos anos 1850-60.
Qual é a capital e maior cidade de Victoria?;Melbourne.
Quantas pessoas vivem em Melbourne?;Mais de três quartos da população de Victoria.
Quanto tempo a Austrália teve Melbourne como capital federal?;Até 1927, quando Canberra foi inaugurada.
Quantas cadeiras tem Victoria no Parlamento Australiano?;38 na Câmara dos Deputados e 12 no Senado.
Qual é o atual governador de Victoria?;Linda Dessau.
