pergunta;resposta
O que a teoria da complexidade computacional foca em classificar?;problemas computacionais e seu uso de recursos
Qual é a definição de um problema computacional?;uma tarefa resolvida por um computador
O que distingue a teoria da complexidade computacional da análise de algoritmos?;a generalidade da questão sobre todos algoritmos
Qual problema famoso está dedicado ao campo da complexidade computacional?;P versus NP
O que é computabilidade teoria?;estudo do que pode ser resolvido algorítmicamente
O que a complexidade computacional quantifica?;a quantidade de recursos necessários para resolver um problema
Qual é um exemplo de medida de complexidade usada em comunicação?;a quantidade de comunicação
O que a teoria da complexidade computacional ajuda a determinar?;limites práticos do que computadores podem fazer
Qual é a diferença entre algoritmo e complexidade computacional?;o primeiro analisa um algoritmo, o segundo, todos
Como a complexidade computacional se distingue da computabilidade teoria?;restringe recursos, a última não
