pergunta;resposta
Qual é o nome científico do grupo conhecido como "comb jellies"?;Ctenophora
Qual é a característica distintiva dos Ctenophora?;Células ciliadas chamadas "combs"
Qual é o maior tamanho registrado para um Ctenophora?;1,5 metro
Quantas espécies de Ctenophora foram validadas?;100 a 150 espécies
Qual é o exemplo mais conhecido de Ctenophora?;Cydippids
Quantas camadas celulares tem o corpo dos Ctenophora?;Duas camadas
Quais são as outras formas do corpo dos Ctenophora?;Platyctenids e Beroids
Qual é a dieta típica dos Ctenophora?;Predadores de pequenos crustáceos
Quais espécies de Ctenophora são exceções à dieta?;Duas espécies parasitárias
Onde foram encontrados fósseis de Ctenophora?;Em lagerstätten do Cambriano
pergunta;resposta
Qual é o nome científico do grupo conhecido como "comb jellies"?;Ctenophora
Qual é a característica distintiva dos Ctenophora?;Células ciliadas chamadas "combs"
Qual é o maior tamanho registrado para um Ctenophora?;1,5 metro
Quantas espécies de Ctenophora foram validadas?;100 a 150 espécies
Qual é o exemplo mais conhecido de Ctenophora?;Cydippids
Quantas camadas celulares tem o corpo dos Ctenophora?;Duas camadas
Quais são as outras formas do corpo dos Ctenophora?;Platyctenids e Beroids
Qual é a dieta típica dos Ctenophora?;Predadores de pequenos crustáceos
Quais espécies de Ctenophora são exceções à dieta?;Duas espécies parasitárias
Onde foram encontrados fósseis de Ctenophora?;Em lagerstätten do Cambriano
