<think>
Okay, so I'm trying to help this user who wants me to generate 10 question-answer pairs in a specific CSV format. They provided a detailed context about Warsaw, which is the capital of Poland. The instructions are pretty clear: one relevant question per pair, correct short answers up to 10 words, in Portuguese, separated by semicolons.

First, I need to make sure each question is directly related to the given context. I'll go through the context paragraph and pick out key points that can be turned into questions. For example, the population, the number of districts, the location on the Vistula River, historical facts like when it became the capital, and notable landmarks.

Next, for each question, I have to come up with a concise answer. Since the answers need to be under 10 words, I'll make sure they are brief but accurate. For instance, if the question is about the population, the answer would state the estimated number of residents.

I also need to ensure that all questions and answers are in Portuguese without any errors. I should double-check each pair to make sure they fit the format correctly, with semicolons separating the question and response.

Finally, I'll compile all 10 pairs into a CSV format as specified. It's important to follow the structure exactly to meet the user's requirements. Let me go through each point in the context and extract the necessary information to create these questions and answers accurately.
</think>

pergunta;resposta  
Qual é a capital da Polónia?;Warsaw (Polish: Warszawa)  

Cúál é o número de distritos na cidade de Varsóvia?;18  

Em qual rio está localizada Varsóvia?;Vistula  

Quando foi estabelecida Varsóvia como capital da Polónia?;no século XVIII  

Qual é a população estimada de Varsóvia?;1,86 milhões  

Qual é a principal universidade em Varsóvia?;University of Warsaw  

 Qual está a altura do prédio mais alto na UE na Varsóvia?;Varso Place (2022)  

Em que ano Varsóvia foi destruída durante a Segunda Guerra Mundial?;1939  

Quem é o maior time de futebol de Varsóvia?;Legia Warsaw  

Qual é a principal atração cultural em Varsóvia?;Teatro Nacional de Varsóvia
