```csv
subject,predicate,object
"dbr:Islamism","dbr:class/yago/Abstraction100002137","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/Disagreement107180787","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/Dispute107181935","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/Event100029378","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/Orientation106208021","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/WikicatPoliticalNeologisms","dbr:Islamism"
"dbr:Islamism","dbr:class/yago/YagoPermanentlyLocatedEntity","dbr:Islamism"
"dbr:Islamism","dbr:PersonFunction","dbr:Islamism"
"dbr:Islamism","dbr:bot","medic"
"dbr:Islamism","dbr:date","April 2022"
"dbr:Islamism","dbr:date","June 2022"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Cite_journal"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Columns-list"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Islamism"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Main"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Portal_bar"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Rp"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Salafi"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Short_description"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Social_and_political_philosophy"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Third-party-inline"
"dbr:Islamism","dbr:wikiPageUsesTemplate","dbr:Template:Wikiquote-inline"
"dbr:Islamism","dbr:hypernym","dbr:Movement"
```
