pergunta;resposta
O que é a comutação de pacotes?;Método de agrupamento de dados em pacotes para transmissão em redes digitais  
Quem desenvolveu o conceito de comutação de pacotes?;Paul Baran e Donald Davies  
Qual é a função do cabeçalho em um pacote?;Direcionar o pacote para o destino  
O que Paul Baran propôs na década de 60?;O conceito de comutação adaptativa de blocos de mensagem distribuída  
Quem cunhou o termo "comutação de pacotes"?;Donald Davies  
O que caracteriza a comutação de circuitos?;Pré-alocação de largura de banda para conexões  
Como a comutação de pacotes difere da comutação de circuitos?;Não depende de conexões pré-alocadas  
Qual foi o objetivo do conceito de Baran?;Roteamento eficiente e tolerante a falhas  
O que é o payload em um pacote?;Dados reais transmitidos pelo pacote  
Qual é a importância da comutação de pacotes?;Base das comunicações de dados em redes mundiais
