pergunta;resposta
Quando o termo "Huguenot" começou a ser usado com frequência?;meados do século XVI
Qual porcentagem da população francesa eram huguenotes no final do século XVI?;"até 10%" 
Quem liderou os huguenotos durante as Guerras de Religião Francesas?;Jeanne d'Albret e o Príncipe de Condé
Qual monarca revogou os direitos protestantes com o Edito de Fontainebleau?;Luís XIV
O que era a finalidade das dragonnades?;coerçao para que os huguenotes se convertessem ao catolicismo
Como o número de huguenotes diminuiu durante o reinado de Luís XIV?;"de 900.000 para 1.000 ou 1.500"
Qual foi o documento que pôs fim à perseguição dos protestantes na França?;Edito de Versalhes
Quando os protestantes obtiveram direitos iguais na França?;em 1789, com a Declaração dos Direitos do Homem
Qual foi a consequência da expulsão dos huguenotes da França?;a perda de talentos e conhecimentos (brain drain)
Quem foi a mãe de Henrique IV que apoiou os huguenotos?;Jeanne d'Albret
