pergunta;resposta
Quando ocorreu a Guerra Franco-Indígena?;1754–1763
Qual foi o resultado da Guerra Franco-Indígena?;Tratado de Paris (1763)
Quais tribos indígenas participaram da Guerra Franco-Indígena?;Cherokee Nation (antes de 1758), Catawba, Wyandot, Lenape e Ottawa
Quem foi um dos comandantes britânicos durante a Guerra Franco-Indígena?;Edward Braddock
Qual foi uma das principais batalhas da Guerra Franco-Indígena?;Batalha de Restigouche
Quantas pessoas morreram em ação durante a Guerra Franco-Indígena?;1.512
Qual foi o impacto do Tratado de Paris (1763)?;O fim da Guerra Franco-Indígena e a transferência de territórios franceses para o controle britânico
Quais armas foram usadas durante a Guerra Franco-Indígena?;Long rifle
Quem foi o líder indígena conhecido por sua participação na Guerra Franco-Indígena?;Pontiac (líder Ottawa)
Qual era o objetivo da Guerra Franco-Indígena?;Controlar territórios na América do Norte entre os colonos britânicos e franceses
