pergunta;resposta
Qual é a maior cidade em área nos Estados Unidos continentais, conforme dados de 2020?;Jacksonville é a maior cidade por área nos EUA (2020).
Qual condado serve como sede do governo da cidade de Jacksonville?;Duval County é a sede do governo de Jacksonville.
Qual é a posição populacional de Jacksonville nos Estados Unidos?;Jacksonville é a 12ª cidade mais populosa nos EUA.
Qual é a região de Florida onde Jacksonville está localizada?;Jacksonville está localizada na região da "First Coast".
Qual foi o nome original da cidade antes de ser chamada de Jacksonville?;A cidade foi originalmente chamada de Wacca Pilatka.
Em que ano a cidade foi nomeada em homenagem a Andrew Jackson?;A cidade foi nomeada em 1822 em homenagem a Andrew Jackson.
Qual é a distância de Jacksonville à fronteira do estado de Georgia?;Jacksonville fica a aproximadamente 11 milhas (18 km) da fronteira do estado de Georgia.
Qual é a posição de Jacksonville como porto marítimo nos Estados Unidos?;O Porto de Jacksonville é o terceiro maior porto marítimo da Flórida.
Quais são os principais fatores que contribuem para a economia local de Jacksonville?;Serviços como bancos, seguros, saúde e logística são importantes.
Como os moradores de Jacksonville são frequentemente chamados?;Os moradores de Jacksonville são chamados de "Jacksonvillians" ou "Jaxsons".
