pergunta;resposta
Qual é o apelido comum de Southern California?;SoCal  
Quantos condados a região inclui?;dez  
Qual é a área metropolitana mais populosa dos EUA?;a área metropolitana de Los Angeles  
Quais são os limites orientais de Southern California?;o Deserto Colorado e o Rio Colorado  
Qual condado compartilha fronteira com Nevada?;San Bernardino  
Qual é o limite sul de Southern California?;a Baja Califórnia  
Quais são os condados de Southern California?;Imperial, Kern, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, San Luis Obispo e Ventura  
O que define Southern California geograficamente?;uma região sul da Califórnia  
Qual é a classificação populacional da área metropolitana de Los Angeles?;segundo mais populoso  
Qual é o nome do deserto na fronteira leste?;Deserto Colorado
