```
pergunta;resposta
Qual é a ideia principal do Islãsmo?;Restaurar prática islâmica autêntica.
Quem pode ser considerado um ativista islamista?;Quem promove princípios islâmicos na política.
Hassan al-Banna foi central em qual movimento?;Movimento fundador Irmão Muçulmano.
Qual figura renegou o assassinato de civis?;Sayyid Qutb.
O que Robin Wright afirma sobre o Islãsmo?;Redefiniu política e fronteiras Médio Oriente.
Como são vistos alguns islamistas pós-Arab Spring?;Engajados em políticas democráticas ou extremistas.
Quem é contra a ideia de violência para alcançar fins?;Muitos movimentos islâmicos pacíficos.
Qual é uma das formas chamadas por analistas?;Política identitária envolvendo comunidade islâmica.
Como alguns islamistas veem o termo Islãsmo?;Implica em violência e extremismo.
Quais são os principais objetivos do movimento islamista?;Implementar Sharia, unidade islâmica, criar estados islâmicos.
```
