```csv
pergunta;resposta
Qual o número atômico do oxigênio na tabela periódica?;8
O oxigênio pertence a qual grupo na tabela periódica?;calcogênio
Qual a porcentagem de oxigênio na atmosfera terrestre?;20,95%
Qual a forma mais comum em que o oxigênio se combina?;óxidos
Quem cunhou o nome "oxigênio"?;Antoine Lavoisier
Qual cientista reconheceu o oxigênio como elemento químico?;Antoine Lavoisier
Quem descobriu o oxigênio antes de Lavoisier?;Joseph Priestley
Qual o papel do oxigênio na fotossíntese?;produzir oxigênio da água e dióxido de carbono
Qual a função da camada de ozônio na atmosfera?;absorve radiação ultravioleta
O oxigênio é um metal ou não metal?;não metal
```
