pergunta;resposta
Ok, então preciso criar um CSV com 10 pares pergunta;resposta baseado no contexto sobre a Black Death. Vou começar lendo o contexto para entender as informações relevantes.
pergunta;resposta
A Black Death começou em qual local?;Crimea  
Em qual ano começou a pandemia?;1346  
Qual foi a origem principal da doença?;Fleas de ratos  
Quais continentes foram afetados pela doença?;Europa, Asia do Oeste e África do Norte  
Quantas pessoas Maximunmente foram afetadas?;75–200 milhões  
Quais fatores afetaram a recuperação da Europa após a Black Death?;Período de Crise das Idades tardias  
Em qual local oBlack Death teve mais chances de se difundir via flea ou humanos?;Pneumonia, Humanos  
Qual foi a origem historicamente debateida de Black Death?;Central Asia / East Asia  
ABlack Death foi a segunda Grande Crise Natural em Europa após a Grande Famine de 1315–1317?;Sim  
Quantas pessoas foram assassinadas na atual Khyrgyzstan devido à Black Death?;Pessoas suficientes para inferir que a doença estava presentemente
