pergunta;resposta
Onde estava localizada a sede da BSB?;London
Quando a BSB começou a transmitir?;25 de março de 1990
Quando a BSB foi fundida com a Sky Television?;2 de novembro de 1990
Qual foi o nome da empresa após a fusão?;British Sky Broadcasting
Qual era o objetivo da BSB?;Providê serviços de TV por satélite
Qual empresa foi fundida com a BSB?;Sky Television plc
Qual foi o resultado da fusão?;Formação da British Sky Broadcasting
Qual era o serviço principal da BSB?;TV por satélite direta
Qual era a sede da BSB?;London
Qual era o nome da empresa após a fusão?;British Sky Broadcasting
