pergunta;resposta
Vou estruturar cada linha no formato "pergunta;resposta", separando por ponto-e-vírgula. Verificarei que todas as 10 questões cubram diferentes aspectos do conteúdo fornecido sem repetir tópicos demais.
pergunta;resposta
Qual é a capital da Escócia onde se localiza o Parlamento Escocês?;Edimburgo
Quão muitos membros compostam o Parlamento Escocês?;129 MSPs
Qual sistema eleitoral é usado para eleger os MSPs?;Sistema adicional de membros
Qual foi o resultado principal da última eleição geral ao Parlamento Escocês?;Vitória do Partido Nacionalista Escocês
Em qual ano ocorreu a fusão das Coroas da Inglaterra e Escócia?;1707
Qual foi a data da primeira reunião do novo Parlamento Escocês?;12 de maio de 1999
Quais atos ampliaram os poderes fiscais do Parlamento Escocês?;Scotland Act 2012 e Scotland Act 2016
Qual é o principal objetivo da UK Internal Market Act 2020?;Limitar a autonomia regulatória dos parlamentos devolvidos
Que referendo decidiu pela devolução de poderes legislativos para a Escócia?;Referendo de 1997
