pergunta;resposta
O termo "geologia" vem de qual idioma antigo?;Grego Antigo
A geologia estuda principalmente o que?; Estrutura e processos da Terra
Qual é uma aplicação prática da geologia?; Exploração de minerais
Quais ferramentas os地质学家 usam?; Martelo de geólogo
Nomeie um jornal associado à geologia.; Revista Brasileira de Geologia
Qual processo é estudado na geologia?; Tectônica de placas
Outra palavra para o manto superior da Terra é; Astenosfera
O que forma-se quando o magma cristaliza?; Rocha ígnea
Qual método determina a idade relativa das rochas?; Datação relativa e absoluta
Quem contribui para entender a história da Terra?; Geólogos
