pergunta;resposta
Qual o principal indicador de desigualdade de renda?;Índice de Gini
Como a globalização afeta a desigualdade global e nacional?;reduz globalmente, aumenta nacionalmente
Quantos por cento de economias avançadas tiveram aumento de desigualdade?;90%
Qual o principal efeito da desigualdade sobre a economia?;inibe o crescimento e a estabilidade
Qual o principal foco do Índice de Desenvolvimento Humano Ajustado?;desigualdade social
Qual a tendência da desigualdade entre países?;pico nas décadas 70 e convergência
O que é o principal meio de reduzir desigualdade?;impostos e transferências
Qual o efeito da desigualdade de capital humano?;reduz o crescimento
Qual o principal fator de instabilidade social?;desigualdade estrutural
O que mede a desigualdade de riqueza?;distribuição de renda e patrimônio
