```csv
subject,predicate,object
"http://dbpedia.org/resource/Saanich_Police_Department","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Royal_West_African_Frontier_Force","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Military_Unit"
"http://dbpedia.org/resource/Volunteer_Regiment_of_Buda","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Military_Unit"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/ontology/quantity","http://dbpedia.org/resource/Force"
"http://dbpedia.org/resource/Royal_Danish_Air_Force","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Air_Force"
"http://dbpedia.org/resource/Shinsengumi","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Historical_Military_Unit"
"http://dbpedia.org/resource/Shanghai_Municipal_Police","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Thames_Valley_Police","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Royal_Solomon_Islands_Police_Force","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Policía_Municipal_de_Ponce","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Worker-Peasant_Red_Guards","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Military_Unit"
"http://dbpedia.org/resource/Sûreté_du_Québec","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Port_of_Tilbury_Police","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/South_African_Police_Service","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/United_States_Army_Reserve","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Military_Reserve"
"http://dbpedia.org/resource/Titusville_Police_Department","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/South_Simcoe_Police_Service","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Policía_Canaria","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Police_Agency"
"http://dbpedia.org/resource/Royal_Danish_Air_Force","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Denmark"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/ontology/unit","http://dbpedia.org/resource/Force"
"http://dbpedia.org/resource/Special_Jaegers","http://dbpedia.org/ontology/type","http://dbpedia.org/resource/Military_Unit"
"http://dbpedia.org/resource/Royal_West_African_Frontier_Force","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Sierra_Leone"
"http://dbpedia.org/resource/Volunteer_Regiment_of_Buda","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/Royal_Solomon_Islands_Police_Force","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Solomon_Islands"
"http://dbpedia.org/resource/Saanich_Police_Department","http://dbpedia.org/ontology/locatedIn","http://dbpedia.org/resource/British_Columbia"
"http://dbpedia.org/resource/Royal_Danish_Air_Force","http://dbpedia.org/ontology/headquartersLocation","http://dbpedia.org/resource/Værløse"
"http://dbpedia.org/resource/Royal_Danish_Air_Force","http://dbpedia.org/property/militaryBranch","http://dbpedia.org/resource/Royal_Danish_Armed_Forces"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/ontology/symbol","N"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/ontology/dimension","http://dbpedia.org/resource/Mass_times_Acceleration"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/ontology/unitType","http://dbpedia.org/resource/Mechanics"
"http://dbpedia.org/resource/Royal_Danish_Air_Force","http://dbpedia.org/property/established","1933"
"http://dbpedia.org/resource/Newton_(unit)","http://dbpedia.org/property/prefferedUnit","true"
```
