```csv
subject,predicate,object
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:aprSnowDepthCm","1"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:augRecordHighC","38"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:decMeanC","-0.1"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:decRecordHighC","15.4"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:febLowC","-3.3"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:marRecordHighC","22.9"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:mayPrecipitationDays","12.93"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:metricFirst","y"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:postalCode","0"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/ns2:source","meteomodel.pl"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Warszawa,_Rynek_Nowego_Miasta_2_20170516_001.jpg"
"http://dbpedia.org/resource/Warsaw","http://dbpedia.org/property/foaf:depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Wilanów_Palace.jpg"
```
