pergunta;resposta
Quando começou a crise do petróleo de 1973?;Outubro de 1973
Quem liderou a crise do petróleo?;Arábia Saudita
Qual organização causou a crise?;OAPEC
Qual foi o motivo do embargo?;apoio a Israel na Guerra do Yom Kippur
Quais países foram inicialmente alvo?;Canadá, Japão, Holanda, Reino Unido, EUA
Quais países foram adicionais alvo?;Portugal, Rodesia, África do Sul
Qual foi o aumento no preço do petróleo?;de US$3 para US$12 por barril
Quando terminou o embargo?;Março de 1974
Como foi chamada a crise?;"primeiro choque do petróleo"
Qual foi a sequência da crise?;1979 - "segundo choque do petróleo"
