pergunta;resposta
Qual é a cidade mais populosa da Califórnia?;Fresno
Em qual região está localizada Fresno?;Central Valley
Quando Fresno foi fundada?;1872
Onde está Fresno em relação a Sacramento?;Sudeste de Sacramento
Qual é o total de habitantes da região metropolitana de Fresno?;1.008.654
Em que ano Fresno tornou-se uma cidade?;1885
Que percentagem da população de Fresno é de descendência hispânica em 2020?;50,5%
Qual é o nome do rio que inspirou o nome de Fresno?;San Joaquin River
Quanto distante está Yosemite National Park de Fresno?;60 milhas (100 km)
Onde fica Kings Canyon National Park relativamente a Fresno?;Nordeste de Fresno
