pergunta;resposta
Quando começou a crise do petróleo de 1973?;outubro de 1973
Qual organização liderou o embargo de petróleo em 1973?;OAPEC
Quais nações foram inicialmente alvos do embargo?;Canadá, Japão, Holanda, Reino Unido e EUA
Qual foi o aumento percentual do preço do petróleo durante a crise?;aproximadamente 300%
Qual era o preço aproximado do petróleo por barril em março de 1974?;US$ 12
A crise de 1973 é conhecida como qual "choque"?;primeiro choque do petróleo
Além de Israel, quais outros países sofreram o embargo?;Portugal, Rodésia e África do Sul
Qual o nome alternativo para a crise de 1973?;crise do petróleo
A crise de 1973 teve impacto em qual área além da política?;economia global
Qual evento histórico estava relacionado ao embargo de petróleo?;Guerra do Yom Kippur
