pergunta;resposta
Qual a principal função do sistema imunológico?;proteger contra doenças
O que o sistema imunológico distingue do tecido saudável?;patógenos e substâncias estranhas
Quais são os dois principais subsistemas do sistema imunológico?;sistema imune inato e adaptativo
O que o sistema imune adaptativo aprende a reconhecer?;moléculas previamente encontradas
Qual o mecanismo que permite ao sistema imune adaptativo responder de forma aprimorada?;memória imunológica
O que é a imunodeficiência?;sistema imune menos ativo que o normal
Qual a consequência da imunodeficiência em humanos?;infecções recorrentes e potencialmente fatais
O que acontece no caso de autoimunidade?;o sistema imune ataca tecidos normais
Quais são exemplos de doenças autoimunes?;Hashimoto, artrite reumatoide, diabetes tipo 1
Qual o campo de estudo que abrange todos os aspectos do sistema imune?;imunologia
