pergunta;resposta
Qual é a origem da palavra "construction"?;Latim "constructio" e Francês Antigo
O que a construção abrange principalmente?;Edifícios, infraestrutura, instalações industriais
Quais são as etapas principais da construção?;Planejamento, financiamento, design, construção, manutenção, demolição
Qual era o gasto global com construção em 2012?;$4 trilhões
Qual é a previsão de gasto global com construção em 2030?;$14,8 trilhões
Qual a porcentagem de mortes na indústria de construção nos EUA em 2019?;20%
Quais são os benefícios não monetários da construção?;Desenvolvimento econômico, geração de empregos
O que significa "construção" como substantivo?;Natureza da estrutura de algo
Qual a indústria mais perigosa segundo o contexto?;Indústria de construção
Como a construção contribui para o PIB?;Contribuição significativa, 13% do PIB global
