Pergunta;Resposta
O que foi a Dúzia de Normandia?;O nome dado às ilhas do Canal, após a perda da Normandia continental por parte dos ingleses em 1204
Quem era Rollo?;Rollo era um chefe viking que se tornou o primeiro duque da Normandia, após concordar com Charles III de West Francia em 911
Quando a Dúzia de Normandia foi anexada ao Reino da Inglaterra?;A Normandia foi anexada ao Reino da Inglaterra após o Conquest of England, em 1066
Qual era a língua falada pelos normandos?;Os normandos falavam uma versão do francês conhecida como Norman ou Normaund
Quais foram os principais territórios conquistados pelos normandos?;Os normandos conquistaram terras como a Inglaterra, a Sicília e partes da Espanha
Qual foi o impacto cultural dos normandos na Inglaterra?;Os normandos introduziram uma nova nobreza na Inglaterra, alterando sua estrutura social e política
Quando os normandos conquistaram a Sicília?;Em 1060, Roger II de Hauteville fundou o Reino da Sicília após conquistar a ilha dos sarracenos e bizantinos
Quais foram as contribuições militares dos normandos?;Os normandos introduziram novas táticas e tecnologias de guerra, como o uso de cavalaria pesada em formações compactas. Eles também construíram fortificações robustas, como castros
Quais foram as principais ilhas da Dúzia de Normandia?;As principais ilhas da Dúzia de Normandia são a Guernsey e o Jersey
Porque os normandos conquistaram a Inglaterra em 1066?;Os normandos, liderados por Guilherme, Duque da Normandia, invadiram a Inglaterra para reivindicar o trono após a morte de Eduardo, o Confessor
