Pergunta;Resposta
O que é imperialismo?;Política estatal, prática ou advocacia de extensão do poder e domínio
Imperialismo envolve qual tipo de controles?;Economicamente e militarmente (hard power)
Qual outra forma de poder pode ser usada no imperialismo?;Culturalmente e diplomaticamente (soft power)
O imperialismo é definido como a extensão do quê?;Poder, domínio e influência
Quais tipos de expansões podem envolver o imperialismo?;Diversos, além de colonialismo e império
O imperialismo pode ser aplicado em muitos formas de governo;Sim, é um conceito distinto
Qual é o exemplo de uma organização que apoiava o imperialismo?;Alliance for National Reconstruction
Quais são exemplos de genocídios motivados pelo imperialismo?;Herero e Namaqua Genocide, Circassian Genocide
Quem opunha-se ao imperialismo?;Léon-Étienne Duval
Qual é o principal interesse de Michael Parenti?;Imperialism
Quais são exemplos históricos do imperialismo?;Roman Empire, Ottoman Empire, British Empire
O imperialismo envolve a extensão da influência politica e cultural;Sim
