pergunta;resposta
Qual a origem etimológica do termo "construção"?;Do latim "constructio" (com- "junto" e struere "empilhar").
O que abrange o conceito de "construção" em seu uso mais amplo?;Processos de entrega de edifícios, infraestrutura e atividades associadas.
Qual o impacto econômico da indústria da construção?;Contribui significativamente para o Produto Interno Bruto (PIB) de muitos países.
Em 2019, qual a porcentagem de fatalidades na indústria dos EUA ocorreu na construção?;Cerca de 20% (1.061).
Qual o valor aproximado do gasto global em atividades de construção em 2012?;$4 trilhões.
Qual a previsão de gasto global em atividades de construção para 2030?;$14,8 trilhões.
O que a construção envolve além da simples construção de edifícios?;Reparos, manutenção, expansão, melhorias e demolição.
De onde vem a palavra "construção"?;Do latim "constructio".
Qual o papel da construção no desenvolvimento econômico?;Promove o desenvolvimento econômico e traz benefícios não monetários.
O que caracteriza a construção como uma indústria?;É uma das mais perigosas, com altos índices de fatalidades.
Qual a relação entre "construir" e "construção"?;O verbo é "construir" e o substantivo é "construção".
