pergunta;resposta
Qual é a área total da floresta amazônica?;5,500,000 km²
Qual país possui a maior parte da floresta amazônica?;Brasil
Quantos territórios indígenas são reconhecidos na Amazônia?;3,344
Qual é a porcentagem da Amazônia em território brasileiro?;60%
Quantas espécies de árvores são estimadas na Amazônia?;16,000
Qual país possui o "Parque Amazônico da Guiana"?;França
Quantas pessoas vivem na região da Amazônia?;30 milhões
Qual é a porcentagem da Amazônia no restante das florestas tropicais do mundo?;Mais da metade
Quantos países têm "Amazonas" como nome de região?;Quatro
Qual é a área total do vale da Amazônia?;7,000,000 km²
