pergunta;resposta
Qual é o objetivo principal da Farmácia?;Assegurar o uso seguro, eficaz e acessível de medicamentos.
Quem são considerados especialistas em terapia medicamentosa?;Farmacêuticos
Quais são os dois tipos principais de farmácia baseados no ambiente?;Farmácia comunitária e institucional
Nomeie um sinônimo para farmacêutico.;Químico ou Doutor em Farmácia
Qual é uma atividade-chave na Farmácia?;Compoundação e dispensação de medicamentos
Como a Farmácia conecta diferentes campos?;Ligando ciências da saúde, farmacêuticas e naturais
Qual termo descreve o atendimento direto a pacientes em farmácias?;Farmácia clínica
Em quais tipos de estabelecimentos os serviços de farmacêuticos são considerados clínicos?;Farmácias comunitárias ou institucionais
Qual é outro nome para um estabelecimento de Farmácia nos EUA?;Drogaria
Como os farmacêuticos contribuem para a otimização do tratamento?;Revendo medicamentos para segurança e eficácia.
