pergunta;resposta
Ele forneceu um exemplo de output que tem 10 linhas, cada uma com uma pergunta e uma resposta curta, separadas por ;. O contexto inclui definições, histórias e exemplos relacionados à desobediência civil em diferentes países e situações históricas.
pergunta;resposta  
Desobediência civil é a ativa refusa de obeyir as ordens de um autoridade?;sim  
Quem foi pioneiro no movimento da resistência do Canto?;Gandhi  
Qual é o nome do movemento de revolta que trouxe a independência dos países bálticos da União Soviética?;revolução do canto  
A revolução de 2003 aconteceu em qual país?;Rússia  
Onde foi localizada a revolução de 2003?;Tchecosolofia  
Qual é o exemplo pioneiro de desobediência civil?;Gípcios  
Por que as pessoas optaram por desobediência civil?;para protestar contra a leis injustas  
O que o movimento Crítico dos direitos civis dos EUA contrastou?;a apartheid  
O que aconteceu no movemento dos negócios nos EUA no verão de 1968?;protestos de desobediência civil  
Qual é a idéia central do resíduo da resistência nonviolente em 1920s India?;revolução civil em contra da imã第一百次
