pergunta;resposta
Quando foi fundada a Harvard University?;1636  
Qual é a distinção histórica da Harvard University?;oldest institution of higher learning in the US  
Quantos campus principais possui a Harvard University?;três  
Qual é o valor do fundo da Harvard University?;$50.9 billion  
Qual é a classificação do fundo por estudante da Harvard?;fifth-largest in the US  
Qual é a característica da Harvard Library?;world's largest academic library system  
Qual foi o motivo da fundação da universidade?;dreading to leave an illiterate ministry to the churches  
Quando a Harvard co-fundou a Association of American Universities?;1900  
Qual foi o período de liderança de James B. Conant?;Great Depression and World War II  
Quantos presidentes dos EUA tiveram formação na Harvard?;eight U.S. presidents
