pergunta;resposta
Como é frequentemente abreviado o sul da Califórnia?;SoCal
Quantos condados compõem geralmente a região do sul da Califórnia?;10
Qual é o segundo maior aglomerado urbano dos Estados Unidos localizado no sul da Califórnia?;Los Angeles metropolitan area
Qual rio está localizado na fronteira leste do sul da Califórnia?;Colorado River
Quais são os dois principais modelos de página wiki usados para descrever o sul da Califórnia?;Template:Col-begin, Template:California
Qual condado do sul da Califórnia faz fronteira com Nevada?;San Bernardino County
O que marca a fronteira sul do sul da Califórnia?;México
Qual cidade mexicana está próxima à fronteira sul do sul da Califórnia?;Tijuana
Qual empresa de radiodifusão atende à região do sul da Califórnia?;KIIS-FM
Quem nasceu no sul da Califórnia e é mencionado nas informações?;Jordan Ifueko
